message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,gold_intent,gold_source,A_intent,B_intent
1277359::cust1::1277360,1277359,7,random,[MENTION] [MENTION] now we're changing planes!! Everyone here deserves a voucher. This is ridiculous!!,missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
2789559::cust1::2789558,2789559,3,non_actionable,[MENTION] [MENTION] ridiculous,baggage_delayed_lost,adjudicated-A,baggage_delayed_lost,general_dissatisfaction_venting
1068787::cust0::1068787,1068787,2,central,[MENTION] seriously a two hour delay because you don’t have a flight attendant? I chose your airline over [MENTION] to avoid this stupidity,flight_delay,agree,flight_delay,flight_delay
2591102::cust6::2592378,2591102,5,central,[MENTION] [MENTION] Thank you so much I will forever take your airline.,other_acknowledgement_thanks,adjudicated-A,other_acknowledgement_thanks,positive_feedback_praise
431709::cust1::431708,431709,10,central,"[MENTION] thanks! there's a bin for every row. Each bin fits 3 bags. There's no reason why each person can't take a carryon on board. Very aggravating [MENTION] missed two silver lines waiting for the baggage claim. Really a pleasure [MENTION] ! Allow carry-on or gate check [MENTION] shame on you [MENTION] , I've missed 3 silver line shuttles waiting for my bag. This is exactly why I was trying to carry my bag on plane",forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,seat_assignment_change
1966469::cust0::1966469,1966469,10,boundary,Thanks for putting me (Gold) in the wrong boarding group [MENTION] ! Almost had to check in my bag &amp; now It’s all the way in the last row.,seat_assignment_change,adjudicated-B,other_non_actionable,seat_assignment_change
1083494::cust2::1083489,1083494,11,random,[MENTION] That would be great. It happens ALL the time. Another guy on my plane was also frustrated.,forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,general_dissatisfaction_venting
890846::cust0::890846,890846,2,known_error,"[MENTION] thanks for delaying my flight by 2 hours, now I missed my connecting flight and I’ll have to wait 6 hours for the next one. 🙄",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_delay
2487507::cust1::2487506,2487507,0,central,"[MENTION] [MENTION] [MENTION] That would be amazing, Rachel. We're ready to welcome you and your passengers from [MENTION] , [MENTION] 😉✈️",flight_status_inquiry,adjudicated-B,positive_feedback_praise,flight_status_inquiry
335333::cust0::335333,335333,3,known_error,"[MENTION] : [MENTION] &amp; [MENTION] have issued change waivers for [MENTION] , but why haven’t you??? #HurricaneNate #skyteam",flight_status_inquiry,adjudicated-A,positive_feedback_praise,general_dissatisfaction_venting
687147::cust0::687147,687147,1,random,Sigh [MENTION] . Red eye with no eye mask or ear plugs provided. Didn't turn town cabin lights until flight was half over. #sleeponthanksgiving,general_dissatisfaction_venting,adjudicated-BOTH_WRONG,other_non_actionable,flight_status_inquiry
1341081::cust0::1341081,1341081,10,random,"[MENTION] threatened to cancel ticket if I didn't check very, very fragile carry on due to space. I board &amp; there are whole​ empty bins.",forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,flight_status_inquiry
712987::cust0::712987,712987,4,boundary,[MENTION] did not see that coming... Never had this happen [MENTION] #noteligible? Ouch. [URL],flight_status_inquiry,adjudicated-B,flight_cancellation,flight_status_inquiry
1536525::cust0::1536525,1536525,11,known_error,"[MENTION] If I'm in flight to CLT and going to miss my connection by 30 minutes, will I be automatically rebooked for a flight tomorrow?",missed_connection_rebooking,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
1536525::cust2::1536522,1536525,8,central,[MENTION] Thanks!,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2148629::cust0::2148629,2148629,0,random,"[MENTION] Nina at the customer service desk at terminal F at PHL is a rockstar!! Super helpful, knowledgeable and great attitude. She is a great example for superior service for #AA",positive_feedback_praise,adjudicated-B,other_acknowledgement_thanks,positive_feedback_praise
852133::cust0::852133,852133,1,random,"[MENTION] in a travel industry with so many options, your treatment of your passengers is deplorable on your best day",general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
1664944::cust2::1664946,1664944,9,boundary,[MENTION] Rebooking is not the issue. Compensating for a hotel because of your lack of communication is.,service_failure_complaint,adjudicated-B,general_dissatisfaction_venting,service_failure_complaint
390884::cust0::390884,390884,10,central,[MENTION] hi I know I've tweeted you like 533 times and must be getting annoying but some clarity would be amazing. You said our bags [MENTION] Will be checked into our final destination but on the way here we HAD to pick them up on the layover which caused us to miss our connection [MENTION] We have even less time to make the connection tomorrow so would love to know for 100% what happens with our bags,baggage_delayed_lost,adjudicated-A,missed_connection_rebooking,flight_status_inquiry
79653::cust4::79650,79653,10,boundary,"[MENTION] They just want to bring back the customary 2 bags of luggage filled with the flashlights, batteries etc. they will need to survive in a house with a damaged roof and no power. Seems like if you are waiving fees to PR you can waive them to the USVI which is in the same shape.",flight_status_inquiry,adjudicated-B,refund_request,flight_status_inquiry
1882959::cust0::1882959,1882959,2,boundary,[MENTION] I booked Etihad flight with AA miles 2 days ago. Why would it take 7 days to be ticketed?! #frustrated,flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
2853164::cust4::2853170,2853164,8,boundary,"[MENTION] Thanks, not nearly as much as I am looking forward to being on board!!",other_non_actionable,agree,other_non_actionable,other_non_actionable
1280841::cust0::1280841,1280841,11,cross_cluster,[MENTION] I'd LOVE to know where my mom's GATE CHECKED WHEELCHAIR went. HINT: It didn't show up at LAX when she landed. Contact me ASAP.,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
256851::cust0::256851,256851,0,spanish,Cambiará o devolverá el dinero [MENTION] a las personas que quieran viajar a Las Vegas?,refund_request,agree,refund_request,refund_request
270661::cust0::270661,270661,5,central,[MENTION] shoutout to Jacob on Flight 259 (BWI-FLL). Best service I've had in 2 years. [MENTION] still flyin [MENTION] ??,positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
104342::cust23::2959672,104342,11,central,"[MENTION] [MENTION] [MENTION] [MENTION] I called them yesterday to ask this very same question and was told that “flights can be cancelled as late as when you’re on the plane, so there’s no way of knowing. We will schedule you for the next available flight should yours be cancelled.” Super unhelpful.",flight_cancellation,adjudicated-A,flight_cancellation,flight_status_inquiry
2959650::cust3::2959654,2959650,1,cross_cluster,[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] do you guys have pilots scheduled for your flights unlike [MENTION] ? They made a mistake and don’t have pilots for their flights but won’t give customers back their money for their own mistake.,refund_request,adjudicated-A,refund_request,change_fee_dispute
2555638::cust6::2555628,2555638,4,non_actionable,[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL],other_non_actionable,agree,other_non_actionable,other_non_actionable
333727::cust0::333727,333727,0,known_error,Even with the ridic delay [MENTION] is always on point. 🔥 I'm a proud executive plat member ❤️,positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
2245013::cust1::2245012,2245013,9,central,"[MENTION] Here’s the thing: You don’t provide exceptional customer service, especially when the issue is your fault. ✈️ + 💁🏻 = 💔",general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
1242383::cust0::1242383,1242383,3,non_actionable,Boycott [MENTION] #RT,staff_conduct_complaint,agree,staff_conduct_complaint,staff_conduct_complaint
2572581::cust62::2572382,2572581,5,central,[MENTION] [MENTION] [MENTION] thank you! I will fly your airline!,other_non_actionable,adjudicated-B,positive_feedback_praise,other_non_actionable
2445440::cust0::2445440,2445440,5,cross_cluster,[MENTION] This experience redeemed aa was saying I would close my cc and frqt flyer account after the flight on the way out from ord to lax to handle what turned into a scavenger hunt after my father died abruptly on 210 in his car alone. but he was a safe driver to the end,general_dissatisfaction_venting,adjudicated-BOTH_WRONG,other_non_actionable,staff_conduct_complaint
2853192::cust1::2853191,2853192,8,cross_cluster,[MENTION] Great customer service though!,positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
56181::cust0::56181,56181,9,hard_negative_topup,[MENTION] I just tried to upgrade my bronze [MENTION] #aadvantage card from Bronze to Platinum. Told “not available” No reason. #crazy,seat_upgrade_request,adjudicated-B,change_fee_dispute,seat_upgrade_request
1585599::cust1::1585598,1585599,9,central,[MENTION] Thank you for confirming again [MENTION] 's inability to put customer service first.,service_failure_complaint,adjudicated-A,service_failure_complaint,staff_conduct_complaint
539315::cust4::539318,539315,4,central,[MENTION] [MENTION] [URL],flight_delay,agree,flight_delay,flight_delay
1080625::cust9::1898956,1080625,0,non_actionable,"[MENTION] [MENTION] [MENTION] That’s the truth.. with my schedule now including a European trip or two, my numbers are going up.",other_non_actionable,adjudicated-A,other_non_actionable,seat_assignment_change
2785372::cust2::2785368,2785372,8,non_actionable,"[MENTION] Done, thanks !",other_acknowledgement_thanks,adjudicated-B,other_non_actionable,other_acknowledgement_thanks
1388241::cust2::1388239,1388241,5,central,[MENTION] [MENTION] [MENTION] [MENTION] is the best airline in the sky! Great customer service from real people who always seem to understand what it's like to be a passenger. Take the step up John M. #keepclimbing,positive_feedback_praise,adjudicated-A,other_non_actionable,seat_assignment_change
1077591::cust4::1077590,1077591,2,central,"[MENTION] After a 13.5hr delay, a cancellation while sleeping, fighting to get on to another flight, now waiting for bags that are no where in sight [URL]",flight_cancellation,adjudicated-A,flight_cancellation,flight_delay
638037::cust0::638037,638037,9,boundary,[MENTION] here at gate 29 DCA trying to arrange my boarding w my 7 month old and 3 yr old but your gate agent is refusing to comply w/ the posted rules: [URL],service_failure_complaint,adjudicated-A,service_failure_complaint,flight_status_inquiry
2210178::cust1::2210177,2210178,4,central,[MENTION] [MENTION] [URL],flight_delay,adjudicated-B,flight_status_inquiry,flight_delay
1059042::cust0::1059042,1059042,6,hard_negative_topup,What gives [MENTION] ? Skip #1 on the list and people with less status upgraded? ... and open seats in first? [URL],change_fee_dispute,adjudicated-A,change_fee_dispute,flight_status_inquiry
2653940::cust0::2653940,2653940,2,boundary,"[MENTION] terrible customer service, 12 hours delay it’s not a delay its cancellation, won’t be able to vote in Chile tomorrow 😡😡😡",flight_cancellation,adjudicated-A,flight_cancellation,flight_delay
2174440::cust0::2174440,2174440,0,random,Headed to Cuba like - thanks [MENTION] for the complimentary upgrade from Miami! Loyalty has its privileges. Wifi is sketchy there Y'all so going off the grid... [URL],positive_feedback_praise,agree,positive_feedback_praise,positive_feedback_praise
416810::cust0::416810,416810,1,boundary,[MENTION] - way to ruin a vacation with at least 3 employees not doing their job.,baggage_delayed_lost,agree,baggage_delayed_lost,baggage_delayed_lost
2976923::cust0::2976923,2976923,3,cross_cluster,[MENTION] thanks for stranding me in DC. Another huge reminder on why I continue to keep top status on [MENTION],general_dissatisfaction_venting,adjudicated-B,flight_cancellation,general_dissatisfaction_venting
2139159::cust1::2139158,2139159,0,random,"[MENTION] Hey, just realized it’s #WindowSeatWednesday!",other_non_actionable,adjudicated-B,positive_feedback_praise,other_non_actionable
1280839::cust0::1280839,1280839,9,central,[MENTION] I just want y’all to know that y’all really fucked up this time. I’ve received the absolute worssst customer service today!!!,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
81085::cust0::81085,81085,7,random,[MENTION] I BOOK A FLIGHT BACK IN JUNE AND ALSO BOUGHT THE INSURANCE IN CASE OF CANCELLATION; TO DATE MY REFUND HAS BEEN DENIED..,refund_request,agree,refund_request,refund_request
1384752::cust3::1384755,1384752,3,central,[MENTION] [MENTION] 😂😂😂,general_dissatisfaction_venting,adjudicated-B,other_non_actionable,general_dissatisfaction_venting
475771::cust1::475768,475771,0,boundary,"[MENTION] I'd love to know my current position on the upgrade list, which even the EP desk can't provide",seat_upgrade_request,adjudicated-B,other_non_actionable,seat_upgrade_request
2056126::cust0::2056126,2056126,0,spanish,[MENTION] [MENTION] [MENTION] [MENTION] Yo estaba súper cabreadaaaaaa!!! Quería incluso hasta ya no viajar 🤦🏻‍♀️,general_dissatisfaction_venting,agree,general_dissatisfaction_venting,general_dissatisfaction_venting
2807942::cust2::2807944,2807942,7,boundary,[MENTION] I have Barclay red aviator is it too late to get the adjustment on my reservation?,other_non_actionable,adjudicated-A,other_non_actionable,refund_request
1469656::cust0::1469656,1469656,9,random,When [MENTION] gives you lemons (5 hr delay)... You turn it into vodka and pineapples. #CustomerExperience #yikes #lemons 🍋 [URL],flight_delay,adjudicated-A,flight_delay,general_dissatisfaction_venting
254221::cust6::254231,254221,4,central,[MENTION] [MENTION] [URL],flight_delay,agree,flight_delay,flight_delay
1699273::cust1::1699272,1699273,8,non_actionable,[MENTION] Will do thanks,other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
2912683::cust0::2912683,2912683,7,central,[MENTION] sucks! im on an 8pm flight to ORD. 12 seats open on the 6pm and you wont let me on w/o another $75. Never happens on [MENTION],change_fee_dispute,adjudicated-A,change_fee_dispute,flight_status_inquiry
376390::cust0::376390,376390,11,boundary,[MENTION] would you mind getting our pilot a fuel cap since we have been waiting on the tarmac for OVER AN HOUR for one??????,flight_delay,agree,flight_delay,flight_delay
1050009::cust2::1050013,1050009,9,random,[MENTION] 25 mins now since economy opened and I am still standing in priority waiting to check in get it together as [MENTION] Now she’s left the counter [MENTION] Time to send her to retirement ! Not a good representing cr for American [MENTION] Really ! [MENTION] Even if priority is not set up surely the main checkin should take those customers first !,flight_delay,agree,flight_delay,flight_delay
2641145::cust1::2641144,2641145,8,boundary,"[MENTION] A direct message was sent with details. Thank you, AmericanAir. You all are amazing!",other_acknowledgement_thanks,adjudicated-A,other_acknowledgement_thanks,positive_feedback_praise
1083113::cust2::1083114,1083113,3,central,[MENTION] [MENTION] 🍳,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,flight_status_inquiry
1187832::cust1::1187831,1187832,6,boundary,"[MENTION] It’s unclear online&amp; no one would help upgrade it/ “it wasn’t an option”when I got there.I even upgraded seat.$25 check bag was only option [MENTION] I flew to MIA for 24 hrs &amp;wasn’t allowed to put my tiny bag in the overhead on the return flight b/c it was unclear online so I booked Econ [MENTION] The lack of common sense &amp; options are what make me the angriest. I should have been able to pay to put it in the overhead at airport. [MENTION] I could go on and on, but this was the most annoying of about 10 issues. I will never fly with you again. [MENTION] Regarding “main cabin” my seat upgrade was to 12F, still couldn’t put my bag in overhead.",change_fee_dispute,adjudicated-A,change_fee_dispute,general_dissatisfaction_venting
1533972::cust2::1533969,1533972,7,central,[MENTION] I understand your policy. I'm telling you the policy is flawed when I pay MORE for half a flight. Something that cost you less money.,change_fee_dispute,adjudicated-A,change_fee_dispute,refund_request
2456429::cust2::2456432,2456429,6,central,"[MENTION] [MENTION] That is not true! Here is our seats after the plane config change. Same as originally booked! [URL] [MENTION] PLUS, we had Executive platinum upgrades put in to hopefully move to first class! Now we can't even sit together on a 15 hour flight!☹",seat_assignment_change,adjudicated-A,seat_assignment_change,flight_status_inquiry
2394043::cust0::2394043,2394043,1,known_error,[MENTION] your [MENTION] check in is ridiculous. Worst experience flying. No TSA Precheck line. Missed connection. Worst employees.,flight_status_inquiry,agree,flight_status_inquiry,flight_status_inquiry
2744447::cust1::2744446,2744447,11,boundary,"[MENTION] Misjudged is a serious understatement. When science advances enough for the gate staff to talk to the plane staff in real-time, hopefully you can solve this one.",forced_gate_check_complaint,adjudicated-A,forced_gate_check_complaint,service_failure_complaint
787934::cust0::787934,787934,2,random,[MENTION] you're actin a fool at DFW today! #whatsgoingon [MENTION] Annnnd now at least an hour delay? Cool.,flight_delay,agree,flight_delay,flight_delay
1236921::cust1::1236919,1236921,4,central,[MENTION] [MENTION] [URL],baggage_damaged,agree,baggage_damaged,baggage_damaged
1425841::cust0::1425841,1425841,3,central,[MENTION],other_acknowledgement_thanks,agree,other_acknowledgement_thanks,other_acknowledgement_thanks
868642::cust0::868642,868642,2,random,[MENTION] why r they fixing overhead lights on a flight that is already delayed? (AA969),flight_delay,agree,flight_delay,flight_delay
1970270::cust4::1970273,1970270,11,cross_cluster,[MENTION] [MENTION] [MENTION] [MENTION] I noticed this when I went to book my flight to DEMA! Crazy!,staff_conduct_complaint,adjudicated-A,staff_conduct_complaint,seat_assignment_change
2708081::cust0::2708081,2708081,1,central,[MENTION] will never fly another American flight again. Worst customer service experience after cancelling my ticket and making me repurchase the flight.,flight_cancellation,adjudicated-A,flight_cancellation,general_dissatisfaction_venting
1174481::cust3::1174478,1174481,3,random,"[MENTION] [MENTION] Totally! On a side note, when are we having a chat?",other_non_actionable,agree,other_non_actionable,other_non_actionable
921664::cust3::921666,921664,4,central,[MENTION] [MENTION] [URL],other_non_actionable,agree,other_non_actionable,other_non_actionable
2122747::cust1::2122746,2122747,8,non_actionable,[MENTION] Thank you. Unfortunately I read your text after I landed. Please take this as a suggestion to update your App.,seat_assignment_change,adjudicated-B,other_non_actionable,seat_assignment_change
2311233::cust0::2311233,2311233,7,central,[MENTION] is a joke. First cancelling my reservation and then trying to charge me $319 for a flight change when the new flight only cost $240,change_fee_dispute,adjudicated-B,flight_cancellation,change_fee_dispute
