message_uid,conversation_id,candidate_cluster,customer_text,weak_intent,weak_margin,weak_dist_best,silver_accept
1853037::cust2::1853032,1853037,10,[MENTION] This young man had lrg duffel bag &amp; back pack.He was in distress bcuz he couldn't shift enough to his pack.$200 charge NO HELP from ur staff,baggage_delayed_lost,0.0354,0.7188,True
1853136::cust0::1853136,1853136,9,"[MENTION] gate agent lies, cs rep lies as well. LaGuardia staff needs help. [URL]",service_failure_complaint,0.0129,0.749,True
1853136::cust1::1853132,1853136,1,"[MENTION] Discouraged agent, lied, very discouraged rep lied. Was group 6 boarding and told all bags had to be picked up at baggage claim. [MENTION] Due to no more bin space. From rows 18-27 all had openings and full compartments when I boarded. Photo to prove it. [MENTION] Plane was loaded with plenty of bin space. Rep wanted to close door and push back. Then pilot lied. Said we had no more room. [MENTION] GREAT? More like your employees lying just to get their push back time within range and not be late. My travels were interrupted. [MENTION] Please call me to discuss. [MENTION] Plenty of bin space when I boarded. [URL] [MENTION] Why would the rep lie? Why would pilot lie? American Airlines is only worried about gate departure, not passengers here.",forced_gate_check_complaint,0.0752,0.5795,True
1853136::cust2::1853127,1853136,9,[MENTION] Wrong- please supply me passenger count. You do not lie. Never ever ever to customers.,change_fee_dispute,0.0006,0.6267,False
1853310::cust0::1853310,1853310,10,[MENTION] still hasn't found my baggage and Miami airport isn't that big. This is not how I was hoping to start these five days here.,baggage_delayed_lost,0.0314,0.5722,True
1853310::cust1::1853309,1853310,10,[MENTION] I sure hope so. I've already had to purchase things I had already packed in my bag &amp; that is a terrible feeling. Hope to hear good news soon,baggage_delayed_lost,0.0144,0.6304,True
1853688::cust0::1853688,1853688,11,[MENTION] Why was Flight 1904 from CLT to EWR cancelled?,flight_cancellation,0.0058,0.7078,True
1853749::cust0::1853749,1853749,7,How cheap can I get to LA for game 7 on Sunday? [MENTION] [MENTION] [MENTION] 👀,missed_connection_rebooking,0.0036,0.8415,False
1853831::cust0::1853831,1853831,2,"[MENTION] boarded [MENTION] :45 for a 9:15p flight just to have us wait for a pilot that is 45 mins late...so far. No water, pillows..nothing",flight_delay,0.0006,0.5535,False
1854727::cust0::1854727,1854727,7,Be careful [MENTION] now charges $75 for simple carry on :-/ #lame,change_fee_dispute,0.0589,0.7223,True
1854727::cust1::1854726,1854727,7,"[MENTION] hmm, just paid $50,but was told$75 first.It’s a $25+$25 fee for a simple carry on wheels.When did the carry restriction change?",change_fee_dispute,0.0537,0.6791,True
1854727::cust2::1854729,1854727,7,[MENTION] Wasn’t aware of the change hence I took my carry on as normal to the gate = $50 😑 . When did the carry on restriction change?,change_fee_dispute,0.0114,0.7003,True
1854727::cust3::1854731,1854727,7,"[MENTION] got that, when did that extra charge for carry on change then :)?",change_fee_dispute,0.0019,0.6254,False
1855028::cust0::1855028,1855028,7,[MENTION] wow so I was charged additional $200. What a rip off made a simple mistake in the last name. So unfair will never fly with AA😡,refund_request,0.0114,0.6965,True
1855028::cust1::1855027,1855028,9,[MENTION] They haven't sent me the new ticket yet to DM Supervisor claim that this is your policy and this is an exception charge me $ 200. [MENTION] Was told I need to take responsibility for my error has over $200 was teaching me a lesson.,change_fee_dispute,0.0141,0.7433,True
1855028::cust2::1855023,1855028,3,[MENTION] Please let know what your policy is for such a case EQGGGJ,other_non_actionable,0.0148,0.6926,True
1855912::cust0::1855912,1855912,1,Freakin [MENTION] cancelled my flight and NO ONE TOLD ME. They even sent a confirmation yesterday but apparently cancelled it in sept 🙃 [MENTION] Tried to change it on the sly without emailing or telling me ... I have an important wedding to attend!!!! ☹️☹️☹️,flight_cancellation,0.0391,0.6072,True
1856272::cust0::1856272,1856272,10,[MENTION] if any of my belongings are damaged because I watched your employees just throw my bag around willy nilly I’m gonna sue,baggage_delayed_lost,0.0231,0.6984,True
1856397::cust0::1856397,1856397,7,[MENTION] I’m taking my money and miles somewhere else. Your airline is a textbook example of corporate greed.,general_dissatisfaction_venting,0.026,0.6523,True
1856397::cust1::1856396,1856397,9,[MENTION] I thought you could help. I called the Platinum desk and she hung up on me! Hahaha. And you pride yourself on customer service.,positive_feedback_praise,0.0225,0.618,True
1856441::cust0::1856441,1856441,10,Piss off [MENTION] . Making AA card members check in bags even with plenty of space. #YoureTheWorst #neveragain #americanairlinessucks [URL],baggage_delayed_lost,0.0012,0.734,False
1856441::cust1::1856440,1856441,1,[MENTION] AA 1070 from SEA to MIA. Very rude staff. Doesn't seem like they cares about customer service.,staff_conduct_complaint,0.0056,0.6515,True
1856452::cust0::1856452,1856452,9,Once again [MENTION] has taken advantage of me. There is absolutely minimal privilege to being an #execplat #completelyfrustrated,general_dissatisfaction_venting,0.008,0.7836,True
1856452::cust1::2159955,1856452,9,[MENTION] Frustrated bc I cleared the upgrade list (lhr to Ord) go to gate to find i didn’t. This treatment is happening lots [MENTION] Show me,seat_upgrade_request,0.0658,0.5956,True
1856452::cust2::1856451,1856452,3,[MENTION] [MENTION] oooh i want to see you and david bishop in a room discussing this. it gets him fired up.,other_non_actionable,0.0532,0.6701,True
1856452::cust3::1856449,1856452,1,[MENTION] [MENTION] Soooooooo frustrates me!!!!! Yes - I need to change Airlines - is a pattern of treatment - I feel like the more I fly the worse it gets,general_dissatisfaction_venting,0.0302,0.5679,True
1856452::cust4::1856448,1856452,9,"[MENTION] [MENTION] They lost me when my wheelchair assist, 87 yr old mother was diverted for weather, offloaded and then they left without her. Trust is gone. [MENTION] [MENTION] Oh, and she had to spend the night at the diverted city. A Good Samaritan took her to a hotel and shared her room. No help from AA.",general_dissatisfaction_venting,0.0211,0.7018,True
1856466::cust0::1856466,1856466,5,"[MENTION] it was a beautiful day for flying, great experience as always. [URL]",positive_feedback_praise,0.0273,0.6137,True
1856466::cust1::1856465,1856466,4,[MENTION] Views indeed. [URL],baggage_damaged,0.0553,0.6452,True
1856590::cust0::1856590,1856590,1,I’ve had American Airlines app on my phone for my flight for about 45 seconds and it froze twice Hope your planes are better [MENTION],missed_connection_rebooking,0.0017,0.7601,False
185661::cust0::185661,185661,7,[MENTION] do you offer any discounts to military dependents when booking?,flight_status_inquiry,0.0166,0.7511,True
185661::cust1::185660,185661,8,[MENTION] Thanks!,other_acknowledgement_thanks,0.3309,0.2293,True
185664::cust0::185664,185664,5,Settling in for my 11 hour flight to #LA Flying [MENTION] on an [MENTION] plane ✈️ so tweet me peeps cuz I've got Wifi! 🤗✈️🍷 [URL],missed_connection_rebooking,0.0017,0.6745,False
185664::cust1::185663,185664,0,[MENTION] [MENTION] [MENTION] Sounds great! Is AA better than BA? Pls tweet a pic inside the cabin. We are thinking to go LA again.,other_non_actionable,0.0085,0.6085,True
1856647::cust0::1856647,1856647,9,[MENTION] currently in a rebooking line.. you pretended to link my Member # to my AA Platinum Select Card #CmonSon #AmericanAirlines 🤔,positive_feedback_praise,0.0087,0.6195,True
1856647::cust1::1856646,1856647,8,[MENTION] Sent,other_acknowledgement_thanks,0.1246,0.4818,True
1856678::cust0::1856678,1856678,11,"Ugh, I don’t wanna fly to EWR tomorrow and drive south for hours… not with that storm. Pls cxl my flight, [MENTION] that’d be swell.",missed_connection_rebooking,0.0387,0.7714,True
185683::cust0::185683,185683,2,[MENTION] I love it when you have me board a plane knowing you are having maintenance issues. Sitting at the gate for over an hour nowTHX,forced_gate_check_complaint,0.0002,0.5846,False
185683::cust1::185672,185683,3,[MENTION] 2278.,other_non_actionable,0.0151,0.743,True
185683::cust2::185670,185683,11,[MENTION] I get that. But don't rush to board your passengers not knowing the timeline.,missed_connection_rebooking,0.0042,0.5928,False
185683::cust3::185674,185683,9,"[MENTION] Patience = miles, voucher, anything?",general_dissatisfaction_venting,0.0028,0.7618,False
185683::cust4::185676,185683,11,[MENTION] Not reaching my destination. Already missed my business meeting. Not hopping on the new plane. Why [MENTION] is best for business [MENTION] [MENTION] And I can't wait for you to tell me I'm not getting refunded [MENTION] THXfor the refund; Evi was helpful. I would still appreciate something for missing my meeting. Could have driven to OKC if we didn't board.,missed_connection_rebooking,0.0008,0.5505,False
185683::cust5::185679,185683,7,[MENTION] Didn't think so. Consider changing your policy on boarding during maintenance. I will be cancelling my AA credit card today. THX again.,refund_request,0.0041,0.6372,False
185683::cust6::185681,185683,4,[MENTION] [URL],baggage_damaged,0.4167,0.1371,True
185685::cust0::185685,185685,5,"Greatest flight and 10 mins early. Thank you [MENTION] and hello, Boston!",positive_feedback_praise,0.0014,0.7917,False
1856852::cust0::1856852,1856852,2,[MENTION] been sitting for 30 min. on tarmac due to maint. issues. Shouldn't you ensure everything is in working order before boarding?,service_failure_complaint,0.0221,0.6498,True
1856857::cust0::1856857,1856857,4,Makes SWUS worthless [MENTION] [MENTION] [URL],general_dissatisfaction_venting,0.0094,0.8574,True
1856857::cust1::1856855,1856857,11,[MENTION] Ya know? Really don't worry about it. I'm status matching and taking my spend to another airline. I'm done,flight_status_inquiry,0.0037,0.568,False
1856857::cust2::1856854,1856857,9,[MENTION] Nope. Done. I've been patient. When you make SWUs worthless there's no incentive to stay. Hope y'all do well,general_dissatisfaction_venting,0.0105,0.672,True
185689::cust0::185689,185689,0,When you take the scenic route from Tampa to Miami. [MENTION] 😂 [URL],other_non_actionable,0.021,0.7214,True
185691::cust0::185691,185691,9,[MENTION] im trying to get a refund! you're stealing me more than $700and no one contact me!I have a video of your personal insulting me!,refund_request,0.058,0.6608,True
185694::cust0::185694,185694,11,[MENTION] are you canceling all flights out of STT? Nothing is coming up on the website for next week/weekend...,flight_status_inquiry,0.0081,0.6757,True
185696::cust0::185696,185696,0,[MENTION] Margo was great on AA4296 this morning! Can tell she loves her job!,positive_feedback_praise,0.0524,0.6982,True
185698::cust0::185698,185698,6,"[MENTION] all the poor people shoved in the back of the plane, while tons of $ seats are empty in the front. [URL]",forced_gate_check_complaint,0.0146,0.7476,True
1856985::cust0::1856985,1856985,11,[MENTION] do you guys offer blankets during overnight flights or should I purchase in advance? Just a cold lil' gal over here. Thanks!,flight_status_inquiry,0.0151,0.7221,True
1856985::cust1::1856984,1856985,4,[MENTION] But I am not in first or business. [URL],other_non_actionable,0.0272,0.6618,True
185702::cust0::185702,185702,2,"[MENTION] hey guys, flight 2278 DFW to OKC I see is delayed. Is it weather? Think it'll be delayed any longer than 10:10 departure?",flight_delay,0.0175,0.605,True
185702::cust1::185701,185702,8,[MENTION] thanks for the quick response! Hopefully it's up in the air soon! 👍🏼,other_acknowledgement_thanks,0.0792,0.506,True
185708::cust0::185708,185708,10,"I have high hopes my bag will make all four of my #AmericanAirlines flights and meet me in Madrid. Will keep you posted. [URL] Sadly [MENTION] failed me. Bag didn't get past ORD. And landing in Madrid 12+hours later, they didn't proactively let me know [URL]",baggage_delayed_lost,0.0382,0.6531,True
185708::cust1::185706,185708,3,"[MENTION] I heard. But I did say ""I will keep you posted"" in my original high hopes tweet.",other_non_actionable,0.0056,0.6649,True
185710::cust0::185710,185710,5,Great [MENTION] flight to DFW. Halfway to #Tucson!,positive_feedback_praise,0.0032,0.7576,False
185712::cust0::185712,185712,6,[MENTION] Hi AA. I was double charged for an MCE seat. Can I DM? Complicated story.,seat_assignment_change,0.0557,0.6825,True
185718::cust0::185718,185718,7,"[MENTION] shrunk carryon size, didnt notify when purchasing tickets. Charged $150 for rolling briefcase, even though it fits under seat! [URL]",change_fee_dispute,0.0325,0.6471,True
185718::cust1::185716,185718,7,"[MENTION] I was flying basic economy. Rdu to Ctl no problem. At connection in Ctl, they said we couldn't fly with it anymore, charged $150.",change_fee_dispute,0.0128,0.6663,True
185718::cust2::185714,185718,3,[MENTION] OK shared,other_acknowledgement_thanks,0.0449,0.573,True
185718::cust3::185719,185718,10,"[MENTION] Bag fits under seat, but [MENTION] still charged us $150 to check a bag on an empty flight ! [URL]",forced_gate_check_complaint,0.0264,0.6366,True
185723::cust0::185723,185723,0,#GABF2017 - here we come! #upgrade thanks [MENTION] 🍻! [URL],other_non_actionable,0.0032,0.7659,False
185723::cust1::185721,185723,8,[MENTION] Why thank you! 😊,other_acknowledgement_thanks,0.1899,0.397,True
185728::cust0::185728,185728,2,"Fly to OKC in weather on [MENTION] , no issues. Fly back on [MENTION] 1 day later in weather...still on tarmac and nxt flight delayed",flight_delay,0.011,0.6805,True
185728::cust1::185726,185728,0,[MENTION] Glad I scheduled that 1pm meeting.... [URL],flight_delay,0.008,0.6337,True
185728::cust2::185727,185728,2,[MENTION] [MENTION] Delayed 2 hours DFW going to Houston on Monday and had to switch flights to get back to DFW yesterday after 3.5 hr delay. Not good AA!,flight_delay,0.0249,0.5648,True
185734::cust0::185734,185734,4,[MENTION] This isn’t good AA. So much for trying to check in online. :( [URL],general_dissatisfaction_venting,0.0079,0.6607,True
185734::cust1::185732,185734,4,[MENTION] Not according to your website.,other_non_actionable,0.0232,0.6446,True
185737::cust0::185737,185737,9,[MENTION] terrible customer service as always.,general_dissatisfaction_venting,0.0038,0.677,False
185737::cust1::185736,185737,6,"[MENTION] Tons of available seats on direct flight yet can't use my airmiles, have to take some ridiculous # of connections. Waste",change_fee_dispute,0.0061,0.7315,True
185740::cust0::185740,185740,4,[MENTION] on time this morning. ❤️👍🎉 All is well [MENTION] [URL],other_non_actionable,0.0266,0.5731,True
185746::cust0::185746,185746,4,Reposting again since others are being deleted somehow.. are they ashamed of something? Should have used [MENTION] or [MENTION] [URL],baggage_damaged,0.0112,0.6692,True
185748::cust0::185748,185748,9,"Geez, [MENTION] , you'd think being an AA member for 20+ years would give one an aadvantage to not be treated like 💩 at [MENTION] .",general_dissatisfaction_venting,0.003,0.841,False
1857537::cust0::1857537,1857537,9,"[MENTION] at least you’re consistent, 100% of the time TERRIBLE experience",general_dissatisfaction_venting,0.0436,0.7444,True
1857537::cust1::1857538,1857537,2,"[MENTION] Left late, arrived late, then stuck on the plane at the arrival gate for 3rd flight in a row. [MENTION] never fails",flight_delay,0.0066,0.5899,True
1857537::cust2::2191846,1857537,9,[MENTION] Way to strive for mediocrity [MENTION] . Yes I made my connection in spite of the usual pathetic service,general_dissatisfaction_venting,0.0225,0.673,True
1857537::cust3::2191848,1857537,11,"[MENTION] Every single time I fly with [MENTION] it’s far from “exceptional”, each time Its the same excuses, never ownership",general_dissatisfaction_venting,0.0526,0.5432,True
185754::cust0::185754,185754,5,Hey [MENTION] - flight attendant Victoria in the main cabin on Flight 1728 from PHL to Orlando is THE BEST! Absolutely the best!,positive_feedback_praise,0.0534,0.7122,True
185754::cust1::185752,185754,9,"[MENTION] Please do! Her personality, temperament and customer service is exceptional. The world needs more people like her.",positive_feedback_praise,0.0411,0.6684,True
185754::cust2::185751,185754,5,"[MENTION] As a frequent traveler, I so appreciate the kindness of the inflight team - even when I'm not the direct recipient of it!",positive_feedback_praise,0.0343,0.5785,True
185757::cust0::185757,185757,4,[MENTION] hey... c’mon 😕☺️97.334 🤷🏻‍♂️ [URL],baggage_damaged,0.0442,0.5519,True
185760::cust0::185760,185760,1,"I guess when you shout ""WHITE WINE"" at a flight attendant @ 8:15am she can tell u don't like turbulence. Thx 4 the free drink [MENTION] 🙏🏻",staff_conduct_complaint,0.0014,0.762,False
185762::cust0::185762,185762,0,Heading to see the [MENTION] play in the #WildCardGame in #Phoenix AZ! Tons of #Rockies fans on my [MENTION] flight! #Rocktober! 💜⚾️,other_non_actionable,0.0076,0.7812,True
185765::cust0::185764,185765,3,[MENTION] 🙌🏼🙌🏼,other_acknowledgement_thanks,0.08,0.5005,True
185767::cust0::185767,185767,7,[MENTION] hey guys. I live in the U.K. as a uk citizen. Can I use my transportation voucher by phoning uk number?,flight_status_inquiry,0.0544,0.72,True
185769::cust0::185769,185769,10,"Respect to [MENTION] and [MENTION] . Last minute airline and flight switch, and my luggage made it with me the whole way!",forced_gate_check_complaint,0.0316,0.5383,True
185773::cust0::185773,185773,9,[MENTION] Hi AA! I was wondering if I could DM you about a reservation.,other_non_actionable,0.0051,0.6395,False
185773::cust1::185771,185773,8,[MENTION] Thanks! Just sent it.,other_acknowledgement_thanks,0.1754,0.441,True
185775::cust0::185775,185775,0,"Hang tight Harvard, despite [MENTION] , in doing my best to get there! [URL]",positive_feedback_praise,0.0056,0.7714,True
185777::cust0::185777,185777,9,Can I get a 👏🏽for [MENTION] for sucking again. Give us another chance they said. Well make it up they said.,general_dissatisfaction_venting,0.0005,0.7864,False
185785::cust0::185785,185785,3,"So [MENTION] used to serve the [MENTION] Sweet and Spicy. It was SO good, that I bought it in bulk... Like, 12 big bags...",positive_feedback_praise,0.0015,0.7904,False
185785::cust1::185783,185785,1,"[MENTION] Even the flight attendant admitted, ""Omg those were the best--I was so upset when we stopped offering it!""",general_dissatisfaction_venting,0.0044,0.631,False
1858365::cust0::1858365,1858365,9,"How is a pixel not a supported device to stream movies? What the fuck [MENTION] , phone isn't even new anymore.",service_failure_complaint,0.0398,0.8999,True
1858695::cust0::1858695,1858695,7,[MENTION] You just suddenly charged me $50 and wouldn’t let me take my bag on the plane after 15 years. I’ll never fly again. Drop dead.,flight_cancellation,0.0195,0.5802,True
1858695::cust1::1858693,1858695,1,[MENTION] Stupid American Airlines bot: I’m not looking for your opinion. I’m simply sharing my newfound hatred and bitterness toward your corporation,staff_conduct_complaint,0.0059,0.6332,True
1858695::cust2::1858692,1858695,9,"[MENTION] I did not think you are a robot, [MENTION] worker. I was expressing my disdain for your lack of empathy in the face of corporate villainy",staff_conduct_complaint,0.0155,0.7253,True
1858955::cust0::1858955,1858955,11,[MENTION] where can I get an AA branded blanket like they have on the aircraft?,flight_status_inquiry,0.0005,0.7051,False
1859221::cust0::1859221,1859221,9,[MENTION] Customer service is the WORST! Even as Executive Platinum one gets no help. I get more help with Delta and no status!,general_dissatisfaction_venting,0.0076,0.6709,True
1859221::cust1::1859220,1859221,7,"[MENTION] The executive platinum desk instructed me that you couldn't. Same day fair changes have to be done through same connecting airport. [MENTION] It's ok, other airlines have helped me even with much less status. AA continues to take benefits away from us and people have had enough",missed_connection_rebooking,0.0097,0.6171,True
1859221::cust2::1859217,1859221,11,[MENTION] No problem. Mine and 3 coworkers flights for 2 of next 3 weeks booked on other airlines ✅,missed_connection_rebooking,0.0095,0.5768,True
1859236::cust0::1859236,1859236,1,My fiancé [MENTION] and I REFUSE to fly [MENTION] ever again they don't even have biscoff cookies,general_dissatisfaction_venting,0.0012,0.7895,False
1859248::cust0::1859248,1859248,2,[MENTION] what’s going on with flight #AA389. Been stuck in runway for 1hr. Either deplane us or give status.,flight_delay,0.0169,0.5892,True
1859248::cust1::1859247,1859248,8,[MENTION] Thank you. Off we go.,other_acknowledgement_thanks,0.1786,0.4566,True
1859255::cust0::1859255,1859255,5,Goodbye [MENTION] ...this will be my last flight with you. It's been fun.,missed_connection_rebooking,0.0122,0.6772,True
1859255::cust1::1859253,1859255,7,"[MENTION] Just a quick hop to Reno...but now that I have to pay a premium for basic features like choosing my seat and using the overhead bin, I'm out",change_fee_dispute,0.0179,0.7205,True
1859255::cust2::1859252,1859255,6,"[MENTION] Sorry, shouldn't have to pay extra for basics. Seat selection was my main motivator to stay with AA...not paying extra for it. [MENTION] And no access to overhead bin??? Really? That's like Starbucks charging extra to sit at their tables after buying a $12 coffee.",change_fee_dispute,0.0728,0.6526,True
1859542::cust0::1859542,1859542,11,"I have flown 68,000 miles with [MENTION] since 2011.",other_non_actionable,0.0031,0.6863,False
1859561::cust0::1859561,1859561,11,[MENTION] everytime I fly your airline there is a delay. [MENTION] Im glad u r my main squeeze. U will cont. 2 get my 75k miles per yr.,missed_connection_rebooking,0.0265,0.5754,True
1859561::cust1::1859559,1859561,11,[MENTION] 5411. If you look at my past 4-5 flights you will understand my frustration. L7381P2,flight_status_inquiry,0.015,0.553,True
1859852::cust0::1859852,1859852,10,[MENTION] you suck with your new bag rules. NEVER using #AmericanAirlines again. #pricegouging #hiddenfees #economyclass #bagfees,general_dissatisfaction_venting,0.0,0.692,False
1859852::cust1::1859851,1859852,7,[MENTION] Too late. You needed to be upfront when purchasing tickets and you weren't. Basic Economy is a means for gouging without transparency.,refund_request,0.0076,0.6632,True
1859852::cust2::1859854,1859852,9,"[MENTION] Spoke with others who bought same. #noidea this was new policy. Very #unethical. #sad Money first, customers last. #shareholdershappy",refund_request,0.0012,0.7133,False
1859852::cust3::1859856,1859852,9,[MENTION] Then why do purchaser not know about it? #transparency And there is NO reason to not allow overhead storage use. #moneygrab,change_fee_dispute,0.0116,0.7105,True
1860250::cust0::1860250,1860250,9,[MENTION] AAmazing customer service from Beverly Martin/QSW today! Represents all that's great about your company! #AAplause!,positive_feedback_praise,0.0722,0.6494,True
1860250::cust1::1860249,1860250,8,[MENTION] just sent the DM. Thanks again!,other_acknowledgement_thanks,0.1029,0.5775,True
1860259::cust0::1860259,1860259,11,[MENTION] [MENTION] speeds on gogo stink again. Can tweet but not load email. Other airlines have much better web access. Why not us?,service_failure_complaint,0.0085,0.6636,True
1860264::cust0::1860264,1860264,6,[MENTION] early morning flight AA2330 seat 1A ladies are just chatting about where they have been don’t offer to take coats or say “hi” 😬,staff_conduct_complaint,0.0179,0.65,True
1860264::cust1::1860263,1860264,9,[MENTION] Quite possibly the worst service...it was a burden to have customers [MENTION] Thank you for the reply....normally it’s a pleasure,general_dissatisfaction_venting,0.0078,0.648,True
1860269::cust0::1860269,1860269,9,"[MENTION] at DFW was overcharged for my bags and asked to speak with manager. agent said no and threatened to call #Police on me [MENTION] first time I have EVER been threatened with #Police , i though the industry moved away from this scare tactic after videos surfaced.",staff_conduct_complaint,0.0033,0.7679,False
1860269::cust1::1860266,1860269,1,"[MENTION] sent PNR this experience was unacceptable forget "" not excellent"" borderline criminal! ive been loyal for 20+ years million mile flyer",general_dissatisfaction_venting,0.0276,0.661,True
1860303::cust0::1860303,1860303,9,"[MENTION] Worst customer service ever received. Use to like AA, but not anymore.",general_dissatisfaction_venting,0.0061,0.7443,True
1860580::cust0::1860580,1860580,0,[MENTION] DFW-MCO AA128 FC FA Cathy is killing it! Knows 16 soul's last names and is rocking it. Make her a trainer please!!,positive_feedback_praise,0.0102,0.7607,True
1860588::cust0::1860588,1860588,0,Our local fb team made playoffs and I’m the announcer.. now I need a miracle from [MENTION] to get me home earlier to call the game 🙏,other_non_actionable,0.0206,0.7543,True
1860588::cust1::1860583,1860588,6,[MENTION] Not sure the point of this..seats available to purchase but not to same day change? This is how [MENTION] treats 1st class customer? #sad,change_fee_dispute,0.0136,0.5692,True
1860588::cust2::1860582,1860588,6,"[MENTION] Got no where on phone, seats avl 2 buy but told by rep 1class is sold so no change avl..not happy with [MENTION] #flying frustrated",change_fee_dispute,0.0205,0.5775,True
1860588::cust3::1860585,1860588,7,[MENTION] Doesn’t flight changes come with a first class ticket? Plus I not going early to just stand around.. that’s why I buy first class,change_fee_dispute,0.0577,0.5484,True
1861019::cust0::1861019,1861019,10,"Thanks [MENTION] Delighted you came good for me! The difference between try &amp; triumph is just a little ""umph"" Great offer to replace bag!",seat_assignment_change,0.0048,0.8161,False
1861019::cust1::1861017,1861019,0,"[MENTION] Took a while but got there in the end! Thanks twitter team you never gave up on me, you take a lot of flack every day but you are amazing!🌟",positive_feedback_praise,0.0445,0.6145,True
1861019::cust2::1861016,1861019,8,"[MENTION] Thanks guys you are amazing, not an easy job to do but you do it so well! Give yourselves a huge pat on the back! #AAteam",other_acknowledgement_thanks,0.0103,0.5868,True
1861021::cust0::1861021,1861021,11,[MENTION] we are flying with you for the 1st time next week. can you make sure that we are sat together at no additional cost? #honeymoon,flight_status_inquiry,0.0078,0.6089,True
1861090::cust0::1861090,1861090,9,"Also [MENTION] your only redeeming factor was the male in that prev tweet. He’s a diamond in the rough, and lemme tell you, IT’S ROUGH.",general_dissatisfaction_venting,0.0116,0.836,True
1862766::cust0::1862766,1862766,10,"[MENTION] hidden bag fees are ridiculous and bad business. Long security lines, late flights, rude employees. #SWForever #businessethics",baggage_delayed_lost,0.0037,0.7153,False
1862913::cust0::1862913,1862913,11,[MENTION] just insisted i show them a passport to get on a flight to East Texas. They're kind of not wrong but ???,flight_status_inquiry,0.0247,0.6478,True
1862913::cust1::1862912,1862913,10,[MENTION] And then you forced me to check my regulation size carry on and checked it to the wrong destination. A+ experience today [MENTION],forced_gate_check_complaint,0.0401,0.604,True
1862959::cust0::1862959,1862959,6,[MENTION] now moving select few to front. Rude attendants. #neverflyamerican,staff_conduct_complaint,0.0671,0.6344,True
1862959::cust1::1862958,1862959,10,[MENTION] Very small bags. The issue was section 9. Must pay to check. In real! My two small bags would have easily fit under my seat. [MENTION] Never again. Could have put both bags into one and still qualify as carry on.,forced_gate_check_complaint,0.0951,0.6001,True
1863118::cust0::1863118,1863118,2,"All I wanted to do was be in Fay by 10, but no [MENTION] hoed me during check in and now I won’t be there till 7 😡😡",missed_connection_rebooking,0.0144,0.7527,True
1863127::cust0::1863127,1863127,11,"[MENTION] payment made through NEFT,amount has been credited to American Airlines as per the SMS received. When can I expect confirmation",flight_status_inquiry,0.0356,0.7106,True
1863165::cust0::1863164,1863165,3,[MENTION] I DMed you.... Is there anything more you can do?,other_non_actionable,0.0219,0.7001,True
1863178::cust0::1863178,1863178,11,[MENTION] The year is 2017. Is it possible that an international 8 hr flight goes with no entertainment for passengers-especially kids!,flight_status_inquiry,0.0047,0.7017,False
1863619::cust0::1863619,1863619,2,Thx [MENTION] 4 more stress! LHR ground no help after STR-LHR late arrival! Repeatedly ignored by AA staff. Made CLT flt due to LHR Scty,flight_delay,0.0049,0.7517,False
1863623::cust0::1863623,1863623,10,[MENTION] : where terminal clerks on power trips force you to check your carry-on that is smaller than 80% of bags in overhead. #preferred,forced_gate_check_complaint,0.0355,0.5822,True
1863623::cust1::1863622,1863623,5,[MENTION] Was within the first 30 people to board a 737. #RiddleMeThis [MENTION] Was within the first 30 people to board a 737. #RiddleMeThis,flight_delay,0.0089,0.701,True
1863623::cust2::1863625,1863623,9,"[MENTION] Choosing preferred members to ""proactively"" inconvenience is not the best ""thank you for your loyalty to our business"" strategy.",staff_conduct_complaint,0.0212,0.7558,True
1863797::cust0::1863797,1863797,7,[MENTION] Flight 2035 from Charlotte to buffalo on January 20th cancelled and you guys won’t pay for a hotel? What’s up with that?,flight_cancellation,0.022,0.6213,True
1863859::cust0::1863859,1863859,3,[MENTION] Conf: USMCQU,other_non_actionable,0.0339,0.7364,True
1863859::cust1::1863857,1863859,6,"[MENTION] yes, no kidding, hence why I'm sending you guys a message. I need a seat assignment. That Basic Economy is the worst idea to date FYI",seat_assignment_change,0.0314,0.5728,True
1863870::cust0::1863870,1863870,5,I was excited because my [MENTION] flight home has live tv as well as the usual entertainment but it's CNN Int'l 😫,flight_status_inquiry,0.0135,0.7904,True
1863870::cust1::1863868,1863870,0,[MENTION] I have watched most of it but yes. I was referring to CNN Int'l being my only English option for the last 10 days. 😫,other_non_actionable,0.0301,0.7264,True
1863885::cust0::1863885,1863885,6,[MENTION] why not board planes in groups by seat? i.e. Group 1=window seats; Group 2=middle seats; Group 3=isle seats? #timeismoney,seat_assignment_change,0.0117,0.6481,True
1863885::cust1::1863883,1863885,3,[MENTION] Then change the specifics? #timeismoney,other_non_actionable,0.019,0.6766,True
1863885::cust2::1863882,1863885,4,[MENTION] Sorry to hear. [URL] #timeismoney #bethechange,flight_delay,0.0047,0.6328,False
1864058::cust0::1864058,1864058,2,Bucket List #6: Go to an #F1 race w my dad Getting on the 1st flight to arrive #COTA early PM Who ruinned it? [MENTION] #aa w 9 hr delay,flight_delay,0.0013,0.6964,False
1864205::cust0::1864205,1864205,2,"How is [MENTION] 1340 ""on-time"" for flight in 20min when it isn't at the gate and the gate agents ""hope"" to leave in an hour?",flight_delay,0.0117,0.7668,True
1864205::cust1::1864204,1864205,2,[MENTION] The time keeps moving I now have a 50% chance of leaving at 11:30am. Which is AFTER I was originally supposed to land. Great trip so far,missed_connection_rebooking,0.0129,0.607,True
