message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,conversation_context,proposed_intent,confidence,competing_label,needs_review,secondary_issue_note,evidence_rationale,hard_negative_pair,language,candidate_intent,ambiguous,centroid_margin,nearest_other_intent
1451976::cust0::1451976,1451976,0,boundary,[MENTION] been flying every wk to/from PSP-ORD for 5 months: same movies #nochange #overit [URL],"CUSTOMER: [MENTION] been flying every wk to/from PSP-ORD for 5 months: same movies #nochange #overit [URL]
AGENT: [MENTION] We're always looking for new titles to add. We're sorry there's nothing new for you.
CUSTOMER: [MENTION] Thanks. Just tired that they haven't changed in all these months [MENTION] Nov 2: same shitty movies. Come dudes get your $#!t together. [URL]
AGENT: [MENTION] We're sorry you aren't as comfy as we'd like, we have a very full flight today. The in-flight entertainment is updated monthly.
CUSTOMER: [MENTION] Help me.understand: how does being comfy relate to old titles offered for 5 months now?? Maybe my MD mind cannot comprehend the relationship",general_dissatisfaction_venting,high,other_non_actionable,True,,"Customer expresses dissatisfaction with in-flight entertainment, which is a broad vent without a specific issue.",,es,General Query,True,0.0245,positive_feedback_praise
1466479::cust2::1466481,1466479,9,boundary,[MENTION] It just ends up being a dead end of useless excuses... that’s reality.,"CUSTOMER: Airlines in the U.S. have no respect for their passengers. That’s a problem. [MENTION]
AGENT: [MENTION] Please follow and DM your record locator once your flight is complete and we'll take a look at your overall experience.
CUSTOMER: [MENTION] Done that before... you won’t do anything.
AGENT: [MENTION] We're always try to help when we can. Our offer still stands.
CUSTOMER: [MENTION] It just ends up being a dead end of useless excuses... that’s reality.",service_failure_complaint,high,other_non_actionable,True,,"Customer expresses frustration with the agent's response, indicating a service failure.",service_failure_complaint_vs_other_non_actionable,es,Customer Service,True,0.0538,refund_request
1469620::cust1::1469616,1469620,3,boundary,[MENTION] How do I access DM,"AGENT: [MENTION] We sure will, Paul. Please meet us in DM for additional information.
CUSTOMER: [MENTION] BTW, the FC flight attendant went to the back and brought pretzels and nuts to hand out to the front. What is DM?
AGENT: [MENTION] That's great, Paul. We're glad our team was able to get you a snack. DM is a direct message.
CUSTOMER: [MENTION] How do I access DM
AGENT: [MENTION] We've sent you a DM! Please take a look when you get a moment.
CUSTOMER: [MENTION] Team on the plane is working hard to deliver quality service. Lots of hurdles that have to jump to deliver the best experience. #handstied
AGENT: [MENTION] We have the best crews in the biz and we're glad they're taking great care of you even with the hurdles.",other_non_actionable,high,other_acknowledgement_thanks,True,,"Customer asks a question about DM, which is social chatter.",other_non_actionable_vs_other_acknowledgement_thanks,es,No Feedback,True,0.023,service_failure_complaint
1469656::cust0::1469656,1469656,9,random,When [MENTION] gives you lemons (5 hr delay)... You turn it into vodka and pineapples. #CustomerExperience #yikes #lemons 🍋 [URL],"CUSTOMER: When [MENTION] gives you lemons (5 hr delay)... You turn it into vodka and pineapples. #CustomerExperience #yikes #lemons 🍋 [URL]
AGENT: [MENTION] That looks refreshing, Johnny! Our apologies for the delay and we appreciate you hanging in there with us.",positive_feedback_praise,high,other_non_actionable,True,,"Customer provides specific praise for the service, with no request.",positive_feedback_praise_vs_other_non_actionable,es,Customer Service,True,-0.0076,service_failure_complaint
1478500::cust0::1478500,1478500,9,boundary,Hey [MENTION] your [MENTION] terminal just keeps getting worse and worse. More limited food. More crowded. When is it over?,"CUSTOMER: Hey [MENTION] your [MENTION] terminal just keeps getting worse and worse. More limited food. More crowded. When is it over?
AGENT: [MENTION] We appreciate your loyalty and feedback. We'll forward your comments to our team.",service_failure_complaint,high,other_non_actionable,True,,"Customer complains about the terminal conditions, which is a service failure.",service_failure_complaint_vs_other_non_actionable,es,Customer Service,True,0.0836,flight_status_inquiry
1481607::cust0::1481607,1481607,11,boundary,[MENTION] no announcements. Just silence while we watch other flights that arrived later reach their gate. Wonderful job AA....NOT,"CUSTOMER: [MENTION] no announcements. Just silence while we watch other flights that arrived later reach their gate. Wonderful job AA....NOT
AGENT: [MENTION] We're so sorry for the extra wait. Looks like we arrived a bit early. We appreciate your patience.",flight_status_inquiry,high,other_non_actionable,True,,"Customer inquires about flight announcements, which is a flight status inquiry.",flight_status_inquiry_vs_other_non_actionable,es,Flight Cancellation,True,0.0061,flight_delay
1520082::cust0::1520082,1520082,11,boundary,[MENTION] do you know what the baggage claim phone number at RSW airport is?,"CUSTOMER: [MENTION] do you know what the baggage claim phone number at RSW airport is?
AGENT: [MENTION] You can reach out to our Baggage team here for any info: [URL]",flight_status_inquiry,high,other_non_actionable,True,,"Customer asks about the baggage claim phone number, which is a flight status inquiry.",flight_status_inquiry_vs_other_non_actionable,es,Flight Information,True,0.0375,baggage_delayed_lost
1520578::cust0::1520578,1520578,9,spanish,"El servicio, precio y todo en estos vuelos de [MENTION] ha sido impecable. [MENTION] se quedó atrás hace tiempo.","CUSTOMER: El servicio, precio y todo en estos vuelos de [MENTION] ha sido impecable. [MENTION] se quedó atrás hace tiempo.
AGENT: [MENTION] Our fares are competitive, we have the newest fleet around, and we've been working really hard to give you amazing service.
CUSTOMER: [MENTION] De cuál servicio hablan? El servicio es más pobre, el espacio de asientos más estrecho y no dan nada en el servicio abordo. Team [MENTION]",positive_feedback_praise,high,,True,,"Customer provides specific praise for the service and mentions a past issue, which is resolved.",,es,Customer Service,True,-0.0545,service_failure_complaint
1521435::cust0::1521435,1521435,2,central,[MENTION] absolute horrible how you guys operate. There was a 30 min delay for no reason than caused me to miss my connecting flight,"CUSTOMER: [MENTION] absolute horrible how you guys operate. There was a 30 min delay for no reason than caused me to miss my connecting flight
AGENT: [MENTION] It's never our intention to make you miss anything. We're truly sorry that this happened. Let us know if you need some help with rebooking.
CUSTOMER: [MENTION] I’ve already rebooked but the customer service agent wasn’t that helpful and now I’m stuck in the airport for 6 hours
AGENT: [MENTION] Please follow and meet us in DMs with your 6-letter booking code and we'll see if there's any other options available.",missed_connection_rebooking,high,flight_delay,True,delay,"Customer mentions missing a connecting flight due to a delay, which requires rebooking.",delay_vs_cancel,en,Flight Delay,True,-0.0092,flight_delay
1524483::cust0::1524483,1524483,2,cross_cluster,[MENTION] I’m running late to the airport for checkn-in for intl flight #900 What can I do???,"CUSTOMER: [MENTION] I’m running late to the airport for checkn-in for intl flight #900 What can I do???
AGENT: [MENTION] Please work with our airport team when you arrive, Gabriel. They'll go over the next steps.",flight_status_inquiry,high,,True,,Customer is inquiring about the status of their international flight.,,en,Flight Delay,True,-0.0004,missed_connection_rebooking
1531550::cust0::1531550,1531550,2,central,[MENTION] here we go again. Last week delay 1 1/2 hours after landing to get gate. Today AA1086 delayed departure #fail #aafail,"CUSTOMER: [MENTION] here we go again. Last week delay 1 1/2 hours after landing to get gate. Today AA1086 delayed departure #fail #aafail
AGENT: [MENTION] We should start boarding soon, Robert. We appreciate you flying with us today!
CUSTOMER: [MENTION] Standard bot answer. I deserve more respect AA #fail #aafail",flight_delay,high,flight_status_inquiry,True,delay,"Customer complains about a delay and expresses dissatisfaction, indicating a flight delay issue.",delay_vs_status,en,Flight Delay,True,0.0706,missed_connection_rebooking
1531567::cust0::1531567,1531567,6,known_error,[MENTION] AA just bumped seat for flight tonight from 5A to 20A. I'm Gold #AAdvantage and had that seat selected for weeks. What gives? [MENTION] Seat 5A was a higher priced preferred seat and I was bumped involuntarily. What kind of compensation will you provide?,"CUSTOMER: [MENTION] AA just bumped seat for flight tonight from 5A to 20A. I'm Gold #AAdvantage and had that seat selected for weeks. What gives? [MENTION] Seat 5A was a higher priced preferred seat and I was bumped involuntarily. What kind of compensation will you provide?
AGENT: [MENTION] If you weren't able to sit in the seat purchased, you will get a refund for the premium seat. We're sorry for the inconvenience, Lisa.
CUSTOMER: [MENTION] [MENTION] The flight is later this evening. Any chance you can put me back in my seat or another premium seat? I checked-in to that seat
AGENT: [MENTION] Please reach out to our airport team. They'll take a look at sitting you back into that seat if it's available.
CUSTOMER: [MENTION] Will do. Very disappointed to lose a preferred seat as a Gold Elite member. I was moved from the front of the plane to one of the last rows",seat_assignment_change,high,flight_delay,True,delay,Customer is upset about being involuntarily bumped from a preferred seat and requests compensation or reassignment.,delay_vs_change,en,Seating,True,0.1115,change_fee_dispute
1533972::cust2::1533969,1533972,7,central,[MENTION] I understand your policy. I'm telling you the policy is flawed when I pay MORE for half a flight. Something that cost you less money.,"CUSTOMER: Never flying [MENTION] again! Canceling half of roundtrip somehow requires me to pay more money [MENTION] knows how to do business.
AGENT: [MENTION] Since you purchased a round-trip ticket, changing to a one-way ticket requires a change charge. The lower fare went towards that charge.
CUSTOMER: [MENTION] [MENTION] [MENTION] logically think through this great service. It costs you less $ since I'm not flying yet I have to pay more. Let alone a refund
AGENT: [MENTION] Tickets must be used in the sequence they're purchased or the must be reissued. For more info see: [URL]
CUSTOMER: [MENTION] I understand your policy. I'm telling you the policy is flawed when I pay MORE for half a flight. Something that cost you less money.",change_fee_dispute,high,flight_status_inquiry,True,status,"Customer disputes the change fee and fare difference, indicating a dispute over the policy.",status_vs_dispute,en,Refunds and Charges,True,0.0792,refund_request
1536525::cust0::1536525,1536525,11,known_error,"[MENTION] If I'm in flight to CLT and going to miss my connection by 30 minutes, will I be automatically rebooked for a flight tomorrow?","CUSTOMER: [MENTION] If I'm in flight to CLT and going to miss my connection by 30 minutes, will I be automatically rebooked for a flight tomorrow?
AGENT: [MENTION] We do see that you've been rebooked on the first flight out in the morning at 7:50a.
CUSTOMER: [MENTION] So my bag is on this flight. Can I get it somehow?
AGENT: [MENTION] We'll have an agent meeting the flight upon arrival in CLT. Please check with them for more information on your bag.
CUSTOMER: [MENTION] Thanks!",missed_connection_rebooking,high,flight_delay,True,delay,"Customer is concerned about missing a connection and asks about rebooking, indicating a missed connection issue.",delay_vs_cancel,en,Flight Information,True,0.0495,flight_status_inquiry
1536525::cust2::1536522,1536525,8,central,[MENTION] Thanks!,"CUSTOMER: [MENTION] If I'm in flight to CLT and going to miss my connection by 30 minutes, will I be automatically rebooked for a flight tomorrow?
AGENT: [MENTION] We do see that you've been rebooked on the first flight out in the morning at 7:50a.
CUSTOMER: [MENTION] So my bag is on this flight. Can I get it somehow?
AGENT: [MENTION] We'll have an agent meeting the flight upon arrival in CLT. Please check with them for more information on your bag.
CUSTOMER: [MENTION] Thanks!",other_non_actionable,high,,True,,Customer's message is a bare thanks without any request or problem.,,en,No Feedback,True,-0.1204,other_acknowledgement_thanks
1544463::cust1::1544462,1544463,7,central,"[MENTION] [MENTION] Since youre not traveling as scheduled [MENTION] need to give you a $200 change fee+fare diff, just like they’d demand from you #onlyfair","CUSTOMER: [MENTION] I DO NOT vibe with your maintenance issues
AGENT: [MENTION] We're not a fan either, Marinara. Please know that your safety is our first priority.
CUSTOMER: [MENTION] [MENTION] Since youre not traveling as scheduled [MENTION] need to give you a $200 change fee+fare diff, just like they’d demand from you #onlyfair
CUSTOMER: [MENTION] [MENTION] Agreed! Lost lots of time and money by missing my connection :(",change_fee_dispute,high,flight_status_inquiry,True,status,"Customer disputes the change fee and fare difference, indicating a dispute over the policy.",status_vs_dispute,en,Refunds and Charges,True,0.098,refund_request
1562722::cust1::1562717,1562722,11,central,"[MENTION] That would be very sweet, but the flight is long gone. They “rerouted” us (for the 3rd time today) to a flight that was already oversold. 😡😡","CUSTOMER: Well [MENTION] , your ‘corporate decision’ to deplane us, &amp; strand us not only ruined the trip, but lost customers for LIFE! (x 100’s) 👎🏻 [MENTION] Boarded 3 different planes before we ever left SMF. Now we are stranded in [MENTION] . Not happy. You can do better [MENTION] . [URL]
AGENT: [MENTION] We know you're anxious to start your vacation. Our team is expected to have wheels up very soon.
CUSTOMER: [MENTION] That would be very sweet, but the flight is long gone. They “rerouted” us (for the 3rd time today) to a flight that was already oversold. 😡😡
AGENT: [MENTION] We hear you that the rebooking wasn't ideal. We're truly sorry for the extra travel time.
CUSTOMER: [MENTION] The auto generated replies actually are doing more harm to you then good! You have completely destroyed my loyalty with [MENTION] 👎🏻😡
CUSTOMER: [MENTION] [MENTION] Not surprised! [MENTION] [MENTION] don’t care. I am a loyal [MENTION] passenger!",flight_delay,high,flight_cancellation,True,cancellation,"Customer complains about multiple rebookings and an oversold flight, indicating a delay issue.",cancellation_vs_delay,en,Flight Cancellation,True,-0.029,missed_connection_rebooking
1573232::cust0::1573232,1573232,7,boundary,"[MENTION] booked ticket with confirmation number NMHFOB, haven't yet received itinerary and receipt confirmation.","CUSTOMER: [MENTION] booked ticket with confirmation number NMHFOB, haven't yet received itinerary and receipt confirmation.
AGENT: [MENTION] These tickets take a little extra time, but we're working on it. We appreciate your patience.
CUSTOMER: [MENTION] Does it take more than 24 hours ?
AGENT: [MENTION] We took a peek and it's not been ticketed as of yet. Please contact our team in Reservations: [URL]",flight_status_inquiry,high,,True,,"Customer inquires about the status of their ticket, which is a neutral inquiry about the schedule.",,en,Refunds and Charges,True,0.0367,missed_connection_rebooking
1579897::cust0::1579897,1579897,11,random,I have to fly [MENTION] tomorrow instead of [MENTION] &amp; have no status so hello boarding group 6. 😢😢,"CUSTOMER: I have to fly [MENTION] tomorrow instead of [MENTION] &amp; have no status so hello boarding group 6. 😢😢
AGENT: [MENTION] Our team will get you boarded quickly and our crew will make you feel right at home. We look forward to seeing you more often! #change
CUSTOMER: [MENTION] [MENTION] [MENTION] No overhead space for you!
CUSTOMER: [MENTION] [MENTION] [MENTION] Nope!!",missed_connection_rebooking,high,flight_delay,True,refund_request,"Customer mentions having to fly a different day and requests rebooking, which is the primary action needed.",missed_connection_rebooking_vs_delay,en,Flight Cancellation,True,0.0388,flight_delay
1585599::cust1::1585598,1585599,9,central,[MENTION] Thank you for confirming again [MENTION] 's inability to put customer service first.,"CUSTOMER: Hey [MENTION] . Give me a good reason why your phone agents can't put me on a standby list? #fail
AGENT: [MENTION] Only our airport team has the ability to put you on the standby list. Please reach out to them when you arrive.
CUSTOMER: [MENTION] Thank you for confirming again [MENTION] 's inability to put customer service first.",service_failure_complaint,high,flight_status_inquiry,True,staff_conduct_complaint,"Customer expresses dissatisfaction with customer service and mentions inability to get on a standby list, indicating a service failure.",service_failure_complaint_vs_status,en,Customer Service,True,0.025,general_dissatisfaction_venting
1590160::cust0::1590160,1590160,10,boundary,[MENTION] not a good service day. Late all day due to your own issues but my bags made two hours ago! #GetItTogether,"CUSTOMER: [MENTION] not a good service day. Late all day due to your own issues but my bags made two hours ago! #GetItTogether
AGENT: [MENTION] We're very sorry for the wait in getting you on your way, Carl. What's your flight number, we'll check on an update?
CUSTOMER: [MENTION] 1019. Now we’re waiting for fuel to come off then plane with no estimate on take off.
AGENT: [MENTION] We see you've pulled out of the gate. With short delays, we're usually able to make up time in the air.
CUSTOMER: [MENTION] I️ appreciate the followup but not getting the 4 hours back I sat in DFW while my bags made the trip. 😉",flight_delay,high,flight_status_inquiry,True,baggage_delayed_lost,"Customer complains about being late all day and mentions delayed bags, indicating a delay and baggage issue.",delay_vs_status,en,Baggage,True,0.0266,missed_connection_rebooking
1590773::cust1::1590772,1590773,8,central,[MENTION] Thanks!,"CUSTOMER: Waiting to board and no agent in sight. [MENTION] PHL [URL]
AGENT: [MENTION] We'll have someone there soon. Thanks for hanging in there with us.
CUSTOMER: [MENTION] Thanks!",other_non_actionable,high,,True,,Customer sends a bare thank you with no request or content.,,en,No Feedback,True,-0.1204,other_acknowledgement_thanks
1596850::cust0::1596850,1596850,2,central,[MENTION] Flight #3358. Been on he plane for an hour. Been told multiple reasons for the delay. What’s up?,"CUSTOMER: [MENTION] Flight #3358. Been on he plane for an hour. Been told multiple reasons for the delay. What’s up?
AGENT: [MENTION] We're glad to see you've pulled out of the gate, we'll have you wheels up in no time! Our apologies for the delay.
CUSTOMER: [MENTION] We are still at the gate, the have to pull he jetbridge back up for paperwork. Looks like I may misconnect to in ORD. [MENTION] They are allowing some passengers to deplane now. I’m connecting to TPA on 2504. What are my options?
AGENT: [MENTION] Please DM your record locator. We'd like to check on options for you.",flight_delay,high,flight_status_inquiry,True,missed_connection_rebooking,"Customer reports being on the plane for an hour with multiple reasons for the delay and asks about options, indicating a delay and potential rebooking.",delay_vs_status,en,Flight Delay,True,0.104,missed_connection_rebooking
1599360::cust0::1599360,1599360,9,random,"[MENTION] So frustrated with/disappointed in your ""service"". CS rep disconnected our call. How do I get a hold of someone who can help?","CUSTOMER: [MENTION] So frustrated with/disappointed in your ""service"". CS rep disconnected our call. How do I get a hold of someone who can help?
AGENT: [MENTION] We can help here. Please DM your record locator and let us know how we can help.",service_failure_complaint,high,,True,,"Customer expresses frustration and disappointment with the service, indicating a complaint about service failure.",,en,Customer Service,True,0.0604,general_dissatisfaction_venting
1600794::cust2::1600796,1600794,7,central,[MENTION] No thanks! I just wish I never even bothered and now I’m out $600 unless I’d like to spend $400 more. Never had that problem flying [MENTION],"CUSTOMER: [MENTION] 🤦‍♂️ takes my money for a flight I had to cancel and wants to charge me 400 to use the 600 I gave them originally. #crooks
AGENT: [MENTION] For non-refundable discount tickets there is a change charge. Sorry for any frustration, Jay.
CUSTOMER: [MENTION] 200 dollars per change? Like I said crooks. I wouldn’t recommend any of my military brethren to ever fly with you
AGENT: [MENTION] We certainly hope you'll allow us another chance. We have many ticket types, some with no charges to change.
CUSTOMER: [MENTION] No thanks! I just wish I never even bothered and now I’m out $600 unless I’d like to spend $400 more. Never had that problem flying [MENTION]",change_fee_dispute,high,refund_request,True,negative_feedback,"Customer complains about being charged for a change and expresses dissatisfaction, indicating a dispute over the change fee.",dispute_vs_refund,en,Refunds and Charges,True,0.0792,refund_request
1611995::cust1::1611994,1611995,6,boundary,[MENTION] No one was accommodating. #disappointing #AA #OneWorld,"CUSTOMER: [MENTION] disappointed on not being able to get assistance to make my flight that is currently still sitting at the gate.
AGENT: [MENTION] We see that you missed the baggage cut-off time. Due to security concerns we don't allow you to voluntarily separate from your bag.
CUSTOMER: [MENTION] No one was accommodating. #disappointing #AA #OneWorld",service_failure_complaint,high,flight_status_inquiry,True,staff_conduct_complaint,"Customer expresses disappointment with the lack of assistance and mentions being at the gate, indicating a service failure and potential staff conduct issue.",service_failure_complaint_vs_status,en,Seating,True,0.0522,forced_gate_check_complaint
1614894::cust0::1614894,1614894,7,boundary,Rather tired of having to drive to airports other than [MENTION] because flights are consistently 3x less elsewhere [MENTION],"CUSTOMER: Rather tired of having to drive to airports other than [MENTION] because flights are consistently 3x less elsewhere [MENTION]
AGENT: [MENTION] We do our best to offer low fares no matter where you're leaving from, Brady. We appreciate your feedback.
CUSTOMER: [MENTION] Flew 3 out of Charleston SC on Delta for the price of one out of Charlotte",other_non_actionable,high,,True,,"Customer expresses dissatisfaction with airport choices and mentions a cheaper flight, indicating general venting without a specific request.",,en,Refunds and Charges,True,-0.1221,change_fee_dispute
1624057::cust0::1624057,1624057,0,cross_cluster,#ORD to #SDF [MENTION] Smooth ride [URL],"CUSTOMER: #ORD to #SDF [MENTION] Smooth ride [URL]
AGENT: [MENTION] That's what we're talking about!",positive_feedback_praise,high,,True,,"Customer expresses satisfaction with the flight experience, which aligns with the primary goal of the next step being a positive action.",,en,General Query,True,0.0543,other_out_of_domain
1630672::cust6::1630661,1630672,3,central,[MENTION] Ok,"CUSTOMER: [MENTION] hi guys I have a quick question for you should I sign up for AA advantage for my trip in January
AGENT: [MENTION] Sure, how can we help?
CUSTOMER: [MENTION] How do I use the AA advantage
AGENT: [MENTION] Are you wanting to sign up for the program? Or, use miles?
CUSTOMER: [MENTION] Sign up is it easier to use than booking a flight sorry to bother you
AGENT: [MENTION] You can sign up with an AAdvantage account, and start earning miles here, [URL]
CUSTOMER: [MENTION] Ok thank you sorry to bother you
AGENT: [MENTION] We're always here to help, Tim. Have a wonderful weekend!
CUSTOMER: [MENTION] Yeah it's my first time traveling by Myself and trying to think the best way
AGENT: [MENTION] We have your back. Give our Reservations team a call for booking options, they can be reached at 800-433-7300.
CUSTOMER: [MENTION] Ok thank you is the advantage Easy to use than booking a ticket
AGENT: [MENTION] The AAdvantage program allows you to earn miles for the flights you take wit",other_non_actionable,high,,True,,Customer's message is a bare acknowledgment with no request or specific issue.,,en,No Feedback,True,0.002,other_acknowledgement_thanks
1635441::cust1::1635439,1635441,10,random,[MENTION] Just realized I left my kindle on my flight- I’ve opened a case- hope it’s found.,"CUSTOMER: [MENTION] Great Customer Service. Refunded my baggage fees!! Thanks!
AGENT: [MENTION] You're welcome! Looking forward to traveling with you again soon.
CUSTOMER: [MENTION] Just realized I left my kindle on my flight- I’ve opened a case- hope it’s found.
AGENT: [MENTION] We'll keep you updated once we have a positive match via the contact info you put on the form.",other_non_actionable,high,,True,,Customer's message is a bare acknowledgment with no request or specific issue.,,en,Baggage,True,-0.0286,baggage_delayed_lost
1644143::cust0::1644143,1644143,0,non_actionable,Hey [MENTION] . Can you update the wireless entertainment? It's been the same since this summer. Thanks #AmericanAirlines #AA,"CUSTOMER: Hey [MENTION] . Can you update the wireless entertainment? It's been the same since this summer. Thanks #AmericanAirlines #AA
AGENT: [MENTION] We always want you to have a great time on board, and appreciate you letting us know where we can improve!
CUSTOMER: [MENTION] The November magazine shows movies for wireless entertainment that are not showing up when getting on
AGENT: [MENTION] Please DM your record locator so we can take a closer look.",other_non_actionable,high,,True,,Customer's message is a bare acknowledgment with no request or specific issue.,,en,General Query,True,-0.0228,flight_status_inquiry
1656282::cust1::1656281,1656282,0,spanish,"[MENTION] se acercó y no nos ayudaron. Les mandé 1 mail preguntando por esos 100 dólares de regalo para volar, pensarán que volaremos de nuevo cn uds?","CUSTOMER: [MENTION] lo peor en aerolínea, mi papá de 80 años pagó asiento fila 13 y no se lo respetaron. La respuesta es hubo cambio de avión.
AGENT: [MENTION] Please have your dad reach out to us directly if we can assist him, Berni.
CUSTOMER: [MENTION] se acercó y no nos ayudaron. Les mandé 1 mail preguntando por esos 100 dólares de regalo para volar, pensarán que volaremos de nuevo cn uds?
AGENT: [MENTION] If you sent an email to Customer Relations and haven't heard back from them yet, please send us the reference number and we'll take a peek.",service_failure_complaint,high,flight_status_inquiry,True,Customer complains about lack of assistance and communication issues.,"Customer expresses dissatisfaction with the service, which aligns with the primary goal of the next step being a complaint about service failure.",service_failure_complaint_vs_flight_status_inquiry,es,General Query,True,0.0005,flight_cancellation
1664944::cust2::1664946,1664944,9,boundary,[MENTION] Rebooking is not the issue. Compensating for a hotel because of your lack of communication is.,"CUSTOMER: Whenever someone tells me they travel with [MENTION] , I say ""Good Luck."" Today, I rest my case. Pathetic customer service. Blame game.
AGENT: [MENTION] That's not what we like to hear. How can we help?
CUSTOMER: [MENTION] [MENTION] changed the flight time for a connecting flight in MIA for SXM. Now you're making us foot hotel bill for missed connection.
AGENT: [MENTION] Let us know if we can help get you rebooked, Amit.
CUSTOMER: [MENTION] Rebooking is not the issue. Compensating for a hotel because of your lack of communication is.
AGENT: [MENTION] DM your record locator so we can take a peek.
CUSTOMER: [MENTION] Record locator??
AGENT: [MENTION] It's a 6 letter booking code. We can also use your flight number and full name.",change_fee_dispute,high,flight_status_inquiry,True,Customer is upset about the lack of communication and compensation for a missed connection.,"Customer's message indicates dissatisfaction with the service and a dispute over the change fee, which aligns with the primary goal of the next step being a dispute over a change fee.",change_fee_dispute_vs_flight_status_inquiry,en,Customer Service,True,0.0576,refund_request
1699273::cust1::1699272,1699273,8,non_actionable,[MENTION] Will do thanks,"CUSTOMER: [MENTION] THIS happened to brand new bag in gateside VALET...45 minute flight and ruined #YouHadOneJob #howdthishappen [URL]
AGENT: [MENTION] We're sorry about that. Please file a claim with our Baggage Service Office.
CUSTOMER: [MENTION] Will do thanks",baggage_delayed_lost,high,,True,,"Customer reports a damaged bag, which aligns with the primary goal of the next step being a request for damage report.",,en,No Feedback,True,-0.2398,other_acknowledgement_thanks
1700268::cust1::1700267,1700268,8,central,[MENTION] Thanks!,"CUSTOMER: Back in #nyc - nothing else quite like it! #inspiring #photography [MENTION] [URL]
AGENT: [MENTION] Great shot of the beautiful city, Josh.
CUSTOMER: [MENTION] Thanks!",other_non_actionable,high,,True,,Customer's message is a bare acknowledgment with no request or specific issue.,,en,No Feedback,True,-0.1204,other_acknowledgement_thanks
1701232::cust2::1701229,1701232,3,spanish,[MENTION] Ya les escribí por privado y les envié todos los datos de mi vuelo,"CUSTOMER: [MENTION] nada recomendable. Siempre asientos separados, siempre lo sienten, nunca lo solucionan
AGENT: [MENTION] We're so sorry this has been your experience. If we can help, then please DM your record locator.
CUSTOMER: [MENTION] No quiero que lo sientan, quiero que lo solucionen, es la tercera vez que me pasa lo mismo con [MENTION]
AGENT: [MENTION] We'd like to help. Please DM your record locator, so we can take a look.
CUSTOMER: [MENTION] Ya les escribí por privado y les envié todos los datos de mi vuelo",service_failure_complaint,high,flight_status_inquiry,True,Customer complains about seat assignments and a recurring issue.,"Customer expresses dissatisfaction with the service, which aligns with the primary goal of the next step being a complaint about service failure.",service_failure_complaint_vs_flight_status_inquiry,es,No Feedback,True,-0.0633,other_acknowledgement_thanks
1707356::cust3::1707353,1707356,8,central,[MENTION] Thank you!,"CUSTOMER: [MENTION] SXM open for business. Where are the flights?? [URL]
AGENT: [MENTION] We have limited service operating to and from SXM right now.
CUSTOMER: [MENTION] Are there plans to change by December? Trying to book flights, and no one is giving a clear answer
AGENT: [MENTION] As of now, we're still still just looking at the one flight a day from MIA. If that changes, we'll make an announcement.
CUSTOMER: [MENTION] Will I be able to change flight back to direct if it becomes available? Plans were made a week ago when flights were still there. [MENTION] Thank you for finally responding with affirmation.
AGENT: [MENTION] If you see a direct flight become available, send us a DM here with your record locator code, and we'll take a look at changes for you.
CUSTOMER: [MENTION] Thank you!
AGENT: [MENTION] You're welcome!",flight_status_inquiry,high,flight_cancellation,True,Customer inquires about flight availability.,"Customer asks about flight availability, which aligns with the primary goal of the next step being a flight status inquiry.",flight_status_inquiry_vs_flight_cancellation,en,No Feedback,True,-0.3067,other_acknowledgement_thanks
175582::cust0::175582,175582,5,boundary,"Took three flights to get back to New York. Jokes on them, though, I got two free orange juices out of #AmericanAirlines","CUSTOMER: Took three flights to get back to New York. Jokes on them, though, I got two free orange juices out of #AmericanAirlines
AGENT: [MENTION] OJ is the way to go! Thanks for joining us on board.",positive_feedback_praise,high,,True,,Customer provides specific praise for the free orange juices received.,flight_delay,en,Positive Feedback,True,-0.0158,missed_connection_rebooking
1785093::cust0::1785093,1785093,0,spanish,"Y es así como [MENTION] arruina mi viaje a NY, gracias por atrasar el vuelo por más de 4 horas ... #AmericanAirlines y su mal servicio !! 😶😖😞😲","CUSTOMER: Y es así como [MENTION] arruina mi viaje a NY, gracias por atrasar el vuelo por más de 4 horas ... #AmericanAirlines y su mal servicio !! 😶😖😞😲
AGENT: [MENTION] We'd like to check on an update for you. What's the flight number?",flight_delay,high,,True,,Customer complains about flight delay and poor service.,flight_cancellation,es,General Query,True,0.0053,positive_feedback_praise
1790262::cust0::1790262,1790262,1,boundary,Major fucking fail [MENTION] at #lax right now. No gate? And you have us out in a hot dark plane circling? How about a bus to bring us to the terminal? Instead of us waiting for the brokedown plane in our gate to get fixed. Wow 🤷🏽‍♂️,"CUSTOMER: Major fucking fail [MENTION] at #lax right now. No gate? And you have us out in a hot dark plane circling? How about a bus to bring us to the terminal? Instead of us waiting for the brokedown plane in our gate to get fixed. Wow 🤷🏽‍♂️
AGENT: [MENTION] We're sorry about the extra wait on the tarmac, our team will get a gate open as quickly as possible.",flight_delay,high,,True,,Customer complains about being on the tarmac with a delayed flight.,,en,Negative Feedback,True,-0.0059,missed_connection_rebooking
