message_id,annotator_A,annotator_B,agreement,A_confidence,B_confidence,A_competing,B_competing,disagreement_type,likely_taxonomy_issue
79653::cust4::79650,refund_request,flight_status_inquiry,False,medium,high,service_failure_complaint,,unclassified,pending-adjudication
81085::cust0::81085,refund_request,refund_request,True,high,high,,,agree,
815029::cust1::815027,flight_delay,flight_delay,True,high,high,,,agree,
832411::cust1::832410,change_fee_dispute,general_dissatisfaction_venting,False,high,high,,,unclassified,pending-adjudication
83915::cust1::83913,flight_status_inquiry,flight_status_inquiry,True,high,high,,,agree,
852133::cust0::852133,general_dissatisfaction_venting,general_dissatisfaction_venting,True,high,high,,,agree,
855898::cust3::855891,flight_status_inquiry,flight_status_inquiry,True,high,high,,,agree,
868642::cust0::868642,flight_delay,flight_delay,True,high,high,,,agree,
877945::cust0::877945,flight_delay,flight_delay,True,high,high,,,agree,
878080::cust0::878080,flight_delay,flight_delay,True,high,high,,,agree,
890846::cust0::890846,missed_connection_rebooking,flight_delay,False,high,high,,,hard-negative-pair,pending-adjudication
905407::cust0::905407,flight_delay,flight_delay,True,high,high,,,agree,
921664::cust3::921666,other_non_actionable,other_non_actionable,True,high,high,,,agree,
922267::cust1::922266,flight_status_inquiry,flight_delay,False,high,high,,,hard-negative-pair,pending-adjudication
97819::cust1::97818,service_failure_complaint,general_dissatisfaction_venting,False,high,high,,,unclassified,pending-adjudication
983157::cust0::983157,other_non_actionable,flight_status_inquiry,False,high,high,,,unclassified,pending-adjudication
